today,general_infoq5_organization,general_infoq1_province,general_infoq2_district,s2_cash_distribution_processq2_1_do_u_think_gave_right_people,s2_cash_distribution_processq2_3_how_mach_cash,s2_cash_distribution_processq2_5_travel_more_than_1_hour,s2_cash_distribution_processq2_6_feel_unsafe_when_travelling,s3_use_of_cash_assistanceq3_4_cash_improved_wellbeing_ur_hhd,s3_use_of_cash_assistanceq3_5_1_food,s3_use_of_cash_assistanceq3_5_2_kitchen_items_nfis,s3_use_of_cash_assistanceq3_5_3_hygiene_items_nfis,s3_use_of_cash_assistanceq3_5_4_clothes_nfis,s3_use_of_cash_assistanceq3_5_5_blankets_nfis,s3_use_of_cash_assistanceq3_5_6_rent,s3_use_of_cash_assistanceq3_5_7_shelter_repair,s3_use_of_cash_assistanceq3_5_8_health,s3_use_of_cash_assistanceq3_5_9_transportation,s3_use_of_cash_assistanceq3_5_10_utillites,s3_use_of_cash_assistanceq3_5_11_debt_repayment,s3_use_of_cash_assistanceq3_5_12_education,s3_use_of_cash_assistanceq3_5_13_saved,s5_multi_sector_outcome_indexq5_4_debt_compared,@_uuid,CSI,rCSI_newThreshold,FCS,FCS_Level,FCS_rCSI
2017-11-01,NRC,Badghis,Qala_e_Naw,yes,26000,no,no,yes_improved_a_lot,more_than_half,,less_than_half,,,less_than_half,,,,,less_than_half,,,less,2375921f-0593-4d54-86c6-a5a73f97f30b,3,3,10,1,2
2017-11-01,ACTED,Faryab,Maymana,yes,14000,yes,no,yes_improved_a_lot,almost_nothing,,,,,,,,,,,,,less,ce8156f1-0a59-4db5-a024-851d98fe3343,8,2,20.5,1,1
2017-11-01,ACTED,Faryab,Maymana,yes,14000,yes,no,yes_improved_a_little,almost_nothing,,,,,,,,,,,,,more,4ad1f967-d7e4-47d9-aacc-b976927bc549,9,2,16,1,1
2017-11-01,ACTED,Faryab,Maymana,no_some_richer_households_got_assistance,14000,yes,no,yes_improved_a_little,less_than_half,,,,,,,,,,,,,same,b8835b0f-59b6-423f-8ab5-c77f5d747abf,4,2,20.5,1,1
2017-11-02,ACTED,Faryab,Maymana,yes,14000,yes,no,yes_improved_a_lot,less_than_half,,,,,,,,,,,,,same,5f86f480-2c11-4992-9390-3ff6bbd5d198,6,2,18,1,1
2017-11-02,ACTED,Faryab,Maymana,yes,14000,yes,no,yes_improved_a_lot,more_than_half,,,,,,,,,,,,,same,ef6dda20-7e6a-4199-a611-bb99a8af385a,6,2,11,1,1
2017-11-02,ACTED,Faryab,Maymana,yes,14000,yes,no,yes_improved_a_lot,less_than_half,,,,,,,,,,,,,less,72207ded-0078-4dbb-ae93-37682d42f7a8,4,2,15,1,1
2017-11-02,ACTED,Faryab,Maymana,yes,14000,no,no,yes_improved_a_lot,less_than_half,,,,,,,,,,,,,same,82f03834-7fdf-4e3c-9681-8ede9ee44413,4,2,12.5,1,1
2017-11-02,ACTED,Faryab,Maymana,yes,14000,yes,no,yes_improved_a_little,less_than_half,,,,,,,,,,,,,same,516130ca-424f-4311-ba7f-99c5b4545d34,6,2,22,1,1
2017-11-02,ACTED,Faryab,Maymana,yes,14000,yes,no,yes_improved_a_little,less_than_half,,,,,,,,,,,,,less,4442b31c-e5b2-4727-b846-8cee434f46e4,6,2,21,1,1
2017-11-02,ACTED,Faryab,Maymana,yes,14000,yes,no,yes_improved_a_little,more_than_half,,,,,,,,,,,,,same,484dec01-2c21-4792-bd1b-6846480a5a32,4,2,18,1,1
2017-11-02,ACTED,Faryab,Maymana,yes,14000,yes,no,yes_improved_a_little,more_than_half,,,,,,,,,,,,,same,369a7b80-73eb-4f7f-9336-c6a6a6167753,6,2,19,1,1
2017-11-05,ACF,Daykundi,Nili,yes,30000,no,no,yes_improved_a_lot,almost_all,almost_all,almost_all,almost_all,almost_all,almost_all,,almost_all,almost_all,,almost_all,,,less,f142f1a2-c5c9-4620-9521-d787c6edfb6f,7,2,55.5,3,3
2017-11-05,ACF,Daykundi,Nili,yes,30000,no,no,yes_improved_a_lot,almost_all,almost_all,almost_all,almost_all,almost_all,almost_all,,almost_all,almost_all,,almost_all,,,less,b6c0f914-d0ba-465d-b014-753046847a48,2,3,46.5,3,3
2017-11-05,ACF,Daykundi,Nili,yes,30000,no,no,yes_improved_a_lot,almost_all,almost_all,almost_all,almost_all,,almost_all,,almost_all,,almost_all,almost_all,,,less,3806e01f-ba05-48d3-bbdc-f1120dad0fd4,10,1,55.5,3,2
2017-11-05,ACF,Daykundi,Gizab,yes,30000,no,no,yes_improved_a_lot,almost_all,almost_all,almost_all,,,almost_all,,almost_all,almost_all,almost_all,more_than_half,,,less,dda1e132-ef8c-4168-9f2c-6f013a72a725,9,2,45.5,3,3
2017-11-05,ACF,Daykundi,Nili,yes,30000,no,no,yes_improved_a_lot,almost_all,almost_all,almost_all,,almost_all,,,almost_all,almost_all,almost_all,almost_all,,,same,2382ee74-c6af-49b4-a0e0-9d3f00c030de,7,2,71.5,3,3
2017-11-05,ACF,Daykundi,Nili,yes,30000,no,no,yes_improved_a_lot,almost_all,almost_all,almost_all,,,almost_all,,almost_all,,almost_all,almost_all,,,same,627e6c04-19b6-49ca-9f99-dd470f069dc7,10,1,51.5,3,2
2017-11-05,ACF,Daykundi,Nili,yes,30000,no,no,yes_improved_a_lot,almost_all,almost_all,almost_all,almost_all,,almost_all,,almost_all,almost_all,,almost_all,,,less,e58fdbee-af51-4854-9f26-b9442043aef4,9,2,43.5,3,3
2017-11-05,ACF,Daykundi,Nili,yes,30000,no,no,yes_improved_a_lot,almost_all,almost_all,almost_all,almost_all,,almost_all,,almost_all,almost_all,,almost_all,,,same,e3f773e2-62c7-4f77-8b6b-54c4ebbbb3d5,9,2,44.5,3,3
2017-11-05,ACF,Daykundi,Nili,yes,30000,no,no,yes_improved_a_lot,almost_all,almost_all,almost_all,almost_all,almost_all,almost_all,,almost_all,almost_all,,almost_all,,,less,7082046a-e780-4a1f-ab1c-99851d3d86da,9,2,41.5,2,2
2017-11-06,DRC,Kabul,Kabul,yes,30000,no,no,yes_improved_a_lot,less_than_half,,,,,,,more_than_half,,,,,,more,d66e4181-90e8-48e5-867d-252eab64e4ec,11,1,26,1,1
2017-11-06,DRC,Hirat,Hirat,yes,26000,no,no,yes_improved_a_lot,more_than_half,,,almost_nothing,,almost_nothing,,,,almost_nothing,less_than_half,,,less,eeb8903a-483a-40b1-b835-1a09d883c5db,14,1,23.5,1,1
2017-11-06,ACF,Daykundi,Nili,yes,30000,no,no,yes_improved_a_lot,almost_all,almost_all,almost_all,almost_all,,almost_all,,almost_all,almost_all,,almost_all,,,less,899c9a5a-2f73-4f4d-9bb7-92dd30859687,9,2,48.5,3,3
2017-11-07,ACTED,Faryab,Maymana,yes,14000,yes,no,yes_improved_a_lot,less_than_half,,,,,,,,,,,,,same,794d67ab-a14e-45d3-b8dc-e880c51b9f75,6,2,10,1,1
2017-11-07,ACTED,Faryab,Maymana,yes,14000,yes,no,yes_improved_a_little,less_than_half,,,,,,,,,,,,,more,a72598f3-585c-45c9-8da2-a4ff14ef3d75,6,2,15,1,1
2017-11-07,ACTED,Faryab,Maymana,yes,14000,yes,no,yes_improved_a_lot,more_than_half,,,,,,,,,,,,,same,7fdc072f-1036-4947-af15-4484ae42cb6c,4,2,12,1,1
2017-11-07,ACTED,Faryab,Maymana,yes,14000,yes,no,yes_improved_a_lot,less_than_half,,,,,,,,,,,,,same,a675a570-4b56-4f5b-9451-f0b05c5a8b0f,4,2,14.5,1,1
2017-11-07,ACTED,Faryab,Maymana,yes,14000,yes,no,yes_improved_a_little,almost_nothing,,,,,,,,,,,,,same,b07eb318-a10f-40b2-8717-a5a41dc4d8d4,6,2,14,1,1
2017-11-07,ACTED,Faryab,Maymana,yes,14000,no,no,yes_improved_a_lot,less_than_half,,,,,less_than_half,,,,,,,,more,97c31f5f-1d97-4911-b000-ad32385e4939,0,3,11.5,1,2
2017-11-07,ACTED,Faryab,Maymana,yes,14000,no,no,yes_improved_a_lot,less_than_half,,,,,less_than_half,,,,,,,,same,2f3740f8-914a-42c0-bc03-1c404658c5d5,2,3,18,1,2
2017-11-07,ACTED,Faryab,Maymana,yes,14000,no,no,yes_improved_a_little,more_than_half,,,,,less_than_half,,,,,,,,same,e1292ef5-9a42-4261-8dc6-95699b323f35,3,3,17,1,2
2017-11-07,ACTED,Faryab,Maymana,yes,14000,yes,no,yes_improved_a_lot,more_than_half,,,,,less_than_half,,,,,,,,same,d260c413-2d93-4e1f-b14c-ea360faf43ad,1,3,13,1,2
2017-11-07,ACTED,Faryab,Maymana,yes,14000,no,no,yes_improved_a_little,more_than_half,,,,,less_than_half,,,,,,,,same,4f58a4fb-ef04-450b-ace5-dbf33d97c784,2,3,6.5,1,2
2017-11-07,DRC,Hirat,Injil,yes,26000,no,no,yes_improved_a_lot,more_than_half,,,,,almost_nothing,,almost_nothing,,almost_nothing,less_than_half,,,same,1a8f39a5-f314-410d-b321-5780f6e75ec5,22,1,20,1,1
2017-11-07,DRC,Hirat,Injil,yes,26000,no,no,yes_improved_a_lot,more_than_half,almost_nothing,,,,almost_nothing,,almost_nothing,,almost_nothing,less_than_half,,,less,395c2e58-3cb0-49ba-8e20-74d5e769cc2b,13,1,22.5,1,1
2017-11-07,DRC,Hirat,Injil,yes,26000,no,no,yes_improved_a_lot,less_than_half,,,,,almost_nothing,,almost_nothing,almost_nothing,almost_nothing,less_than_half,,,less,7691f9fc-8a26-42ad-9e4f-8e4d4db30d04,14,1,24,1,1
2017-11-07,DRC,Hirat,Hirat,yes,26000,no,no,yes_improved_a_lot,less_than_half,,,,,almost_nothing,,less_than_half,,almost_nothing,almost_nothing,,,less,5c817723-79de-409c-a12b-a9cee27cc4b0,9,2,31,2,2
2017-11-07,DRC,Hirat,Hirat,yes,26000,no,no,yes_improved_a_lot,less_than_half,,,,,almost_nothing,,less_than_half,almost_nothing,almost_nothing,less_than_half,,,less,ef683b1b-f37b-48af-b7e2-8959c47f7e53,10,1,28.5,2,1
2017-11-07,DRC,Hirat,Hirat,yes,26000,no,no,yes_improved_a_lot,less_than_half,almost_nothing,,,almost_nothing,almost_nothing,,almost_nothing,,almost_nothing,,,,less,34c0d186-3a9c-402c-91d3-2a4a9a3d1a65,9,2,23,1,1
2017-11-08,DRC,Hirat,Injil,yes,26000,yes,no,yes_improved_a_lot,less_than_half,,,,,,almost_nothing,,,less_than_half,less_than_half,,,same,229c7cb9-f213-487f-9dc3-9ddbb3fdaecf,16,1,20,1,1
2017-11-08,DRC,Hirat,Injil,yes,26000,no,no,yes_improved_a_lot,less_than_half,,,,,almost_nothing,,almost_nothing,almost_nothing,almost_nothing,almost_nothing,,,same,0c007caa-e19c-4f77-8ac6-c0e396a7cc9f,18,1,18.5,1,1
2017-11-08,DRC,Hirat,Injil,yes,26000,no,no,yes_improved_a_lot,less_than_half,,,,,almost_nothing,,almost_nothing,,almost_nothing,more_than_half,,,same,a4546135-00d6-4ee8-8ee2-4f06ac2b4c97,21,1,19,1,1
2017-11-12,ACTED,Baghlan,Baghlan_e_Jadid,yes,14000,no,no,yes_improved_a_lot,more_than_half,,,,,,,,,,,,,same,2de2789e-92e9-44b7-bad7-206377bb0c44,2,3,32,2,3
2017-11-12,ACTED,Baghlan,Baghlan_e_Jadid,yes,14000,yes,no,yes_improved_a_lot,more_than_half,,,,,,,,,,,,,same,690279a6-04c8-4b35-9a9c-4e3e6608eca6,3,3,26,1,2
2017-11-12,ACTED,Baghlan,Baghlan_e_Jadid,yes,14000,yes,no,yes_improved_a_lot,more_than_half,,,,,,,,,,,,,less,4123a945-4efd-46d3-8075-78e13d259895,4,2,29.5,2,2
2017-11-12,ACTED,Baghlan,Baghlan_e_Jadid,yes,14000,yes,no,yes_improved_a_lot,almost_all,,,,,,,,,,,,,more,4f7e8808-63c5-496c-952f-fad8ecc42945,8,2,34,2,2
2017-11-12,ACTED,Baghlan,Baghlan_e_Jadid,yes,14000,yes,no,yes_improved_a_lot,almost_all,,,,,,,,,,,,,more,5fe74213-0e9c-4727-b36d-27afcd9838cd,2,3,27.5,1,2
2017-11-12,ACTED,Baghlan,Baghlan_e_Jadid,yes,14000,yes,no,yes_improved_a_lot,almost_all,,,,,,,,,,,,,same,2207147b-f7bf-401a-b8cd-997fa4bce43c,2,3,36,2,3
2017-11-12,ACTED,Baghlan,Baghlan_e_Jadid,yes,14000,no,no,yes_improved_a_lot,more_than_half,,,,,,,,,,,,,same,214a9407-4a08-439e-8626-de7fc31d2ccb,0,3,27,1,2
2017-11-12,ACTED,Baghlan,Baghlan_e_Jadid,yes,14000,no,no,yes_improved_a_lot,more_than_half,,,,,,,,,,,,,same,2f325b89-d4db-4896-9a7a-c7eaa2a55c37,1,3,30.5,2,3
2017-11-12,ACTED,Baghlan,Baghlan_e_Jadid,yes,14000,yes,no,yes_improved_a_lot,almost_all,,,,,,,,,,,,,same,dfc90a37-193a-48a2-9273-65a0ee5d25b1,3,3,35,2,3
2017-11-12,ACTED,Baghlan,Baghlan_e_Jadid,yes,14000,yes,no,yes_improved_a_lot,almost_all,,,,,,,,,,,,,more,5e423b8f-3402-470d-8add-4995342f79f6,3,3,36,2,3
2017-11-12,ACTED,Baghlan,Baghlan_e_Jadid,yes,14000,yes,no,yes_improved_a_lot,almost_all,,,,,,,,,,,,,same,137c4e7c-05d6-48d5-8a2b-81aacb1a9f54,2,3,29,2,3
2017-11-12,DRC,Farah,Farah,yes,18000,no,no,yes_improved_a_lot,less_than_half,,,,almost_nothing,less_than_half,,,,,less_than_half,,,same,a7462b5d-94c5-4f49-8710-67533df4a208,4,2,30,2,2
2017-11-12,DRC,Farah,Farah,yes,18000,no,no,yes_improved_a_lot,less_than_half,,,,,less_than_half,,less_than_half,,,more_than_half,,,same,10fb32da-d05b-4d51-8648-29057971a737,4,2,35.5,2,2
2017-11-12,DRC,Farah,Farah,yes,18000,no,no,yes_improved_a_lot,less_than_half,,,,,almost_nothing,,,,,more_than_half,,,same,f025a617-5587-4896-8e79-dbc3b5a04587,2,3,30.5,2,3
2017-11-12,DRC,Farah,Farah,yes,18000,no,yes,yes_improved_a_lot,more_than_half,,,,,less_than_half,,,,,,,,less,a41e7d9d-d125-4d83-b22e-1ba96873c47b,2,3,32,2,3
2017-11-12,DRC,Farah,Farah,yes,18000,no,no,yes_improved_a_lot,less_than_half,,,almost_nothing,almost_nothing,almost_nothing,,,,,more_than_half,,,same,b577772c-0557-4b4d-beb3-da3788a093c3,2,3,33,2,3
2017-11-12,PIN,Jawzjan,Shiberghan,yes,14000,no,no,yes_improved_a_little,less_than_half,,,less_than_half,,,,less_than_half,,,less_than_half,,,more,7968ae56-2d69-4b86-80d5-72e9fa47229e,20,1,32.5,2,1
2017-11-12,PIN,Jawzjan,Shiberghan,yes,14000,no,no,yes_improved_a_little,less_than_half,,,,,,,more_than_half,,,,,,more,af238471-0796-474f-83a9-799890d72911,20,1,27,1,1
2017-11-12,PIN,Jawzjan,Shiberghan,yes,14000,no,no,yes_improved_a_little,more_than_half,,,less_than_half,less_than_half,,,less_than_half,,,less_than_half,,,less,1145e12f-000f-4671-8f7d-7b39caf28d67,12,1,31.5,2,1
2017-11-12,PIN,Jawzjan,Shiberghan,yes,14000,no,no,yes_improved_a_little,less_than_half,,,less_than_half,,,,more_than_half,,,,,,more,fb7c6dea-1991-45c0-b667-9fa7cec4c52a,15,1,26,1,1
2017-11-12,Solidarites,Bamyan,Yakawlang,yes,18000,yes,no,yes_improved_a_lot,less_than_half,,,,,,,,,,more_than_half,,,less,7e80b5e3-f6ad-494d-949a-908eadc68ea0,17,1,21,1,1
2017-11-13,DRC,Farah,Farah,yes,18000,no,no,yes_improved_a_lot,less_than_half,,,,,less_than_half,,,,,more_than_half,,,same,eb1ce29c-8d30-4619-9846-ba515acd8649,4,2,35,2,2
2017-11-13,DRC,Farah,Farah,yes,18000,no,no,yes_improved_a_lot,less_than_half,,,less_than_half,,,almost_nothing,,,,more_than_half,,,less,d671f912-3e17-4e62-9ad9-a96a7fbc814a,4,2,36,2,2
2017-11-13,DRC,Farah,Farah,yes,18000,no,no,yes_improved_a_lot,more_than_half,,,,,less_than_half,,,,,,,,less,203d9dd7-de2e-4e2a-8492-50795b23ba1a,2,3,45.5,3,3
2017-11-13,DRC,Farah,Farah,yes,18000,no,no,yes_improved_a_lot,less_than_half,,,,,,,more_than_half,,,more_than_half,,,less,bcc67be1-c3d9-4f79-bd21-c6d8602b4381,4,2,25,1,1
2017-11-13,DRC,Farah,Farah,yes,18000,no,no,yes_improved_a_lot,less_than_half,,,,,less_than_half,,,,,more_than_half,,,less,e55b1686-1034-4b35-99a8-720b8a6cd8af,3,3,36,2,3
2017-11-13,PIN,Jawzjan,Shiberghan,yes,14000,no,no,yes_improved_a_little,less_than_half,,,,,,,more_than_half,,,,,,more,245dae48-9c08-49ea-a59a-a1d75b9288f0,16,1,30.5,2,1
2017-11-13,PIN,Jawzjan,Shiberghan,yes,14000,no,no,yes_improved_a_little,less_than_half,,,,,,,more_than_half,,,,,,more,c2348c2c-158c-4d74-a230-e501127cbabc,16,1,27,1,1
2017-11-13,PIN,Jawzjan,Shiberghan,yes,14000,no,no,yes_improved_a_little,less_than_half,,,,,less_than_half,,more_than_half,,less_than_half,,,,more,efb06405-b6f8-4433-bf11-b5a96d02ac24,8,2,42.5,3,3
2017-11-13,PIN,Jawzjan,Shiberghan,yes,14000,no,no,yes_improved_a_little,less_than_half,,,,,less_than_half,,more_than_half,,,,,,less,2a352600-5d85-4071-b0ba-78f2789beb36,8,2,33.5,2,2
2017-11-13,PIN,Jawzjan,Shiberghan,yes,14000,no,no,yes_improved_a_little,less_than_half,,,,,,,more_than_half,,,,,,less,61a072ca-1951-4401-957d-56bb306c7ce2,16,1,36,2,1
2017-11-13,PIN,Jawzjan,Shiberghan,yes,14000,no,no,yes_improved_a_little,less_than_half,,,,,,,more_than_half,,,,,,same,882efec7-390e-483d-809b-00b1e861f318,13,1,30.5,2,1
2017-11-14,NRC,Nangarhar,Rodat,no_some_needy_people_did_not_get_assistance,29999,no,yes,yes_improved_a_little,less_than_half,less_than_half,,,,,,more_than_half,,,,,,less,0c1c5871-bb6a-4de1-acca-d9433a1612d5,3,3,41.5,2,3
2017-11-14,NRC,Nangarhar,Rodat,yes,29999,no,yes,yes_improved_a_lot,less_than_half,less_than_half,,,,,,less_than_half,,,less_than_half,,,less,59829f59-8967-4018-9d9e-5243f0c18b8d,1,3,41.5,2,3
2017-11-14,NRC,Nangarhar,Rodat,yes,29999,no,yes,yes_improved_a_lot,less_than_half,,,,less_than_half,,,less_than_half,,,less_than_half,,,less,e48b1f2a-4463-43f0-b9f5-87dd66756668,1,3,45.5,3,3
2017-11-14,NRC,Nangarhar,Rodat,yes,29999,no,yes,yes_improved_a_little,less_than_half,,,,less_than_half,,,less_than_half,,,less_than_half,,,less,a61312a0-98bd-49c0-9b2e-561b27caddb4,1,3,41.5,2,3
2017-11-14,NRC,Nangarhar,Rodat,yes,29999,no,yes,yes_improved_a_little,less_than_half,less_than_half,,,less_than_half,,,,,,less_than_half,,,less,901fe2da-71ed-4140-9f49-29479df1b28b,1,3,41.5,2,3
2017-11-14,NRC,Nangarhar,Rodat,yes,29999,no,yes,yes_improved_a_little,less_than_half,less_than_half,,,less_than_half,,,less_than_half,,,,,,less,f6c588d4-0b52-45da-8bf1-cf8d7390c2e5,1,3,45.5,3,3
2017-11-14,NRC,Nangarhar,Rodat,no_some_needy_people_did_not_get_assistance,29999,no,yes,yes_improved_a_little,less_than_half,,,,,,,less_than_half,,,more_than_half,,,less,25d0f80d-8822-42e9-aee1-daa2346ae746,1,3,45.5,3,3
2017-11-14,NRC,Nangarhar,Rodat,no_some_needy_people_did_not_get_assistance,29999,no,yes,yes_improved_a_lot,less_than_half,less_than_half,,less_than_half,,,,less_than_half,,,,,,less,25b4f198-c375-44db-bce8-e17a55113a8a,1,3,45.5,3,3
2017-11-14,NRC,Nangarhar,Rodat,yes,29999,no,yes,yes_improved_a_little,less_than_half,,,,less_than_half,,,less_than_half,,,less_than_half,,,less,1da89e66-4bb9-4859-a315-3020c1534375,1,3,41.5,2,3
2017-11-14,NRC,Nangarhar,Rodat,yes,29999,no,yes,yes_improved_a_little,less_than_half,,,,less_than_half,,,less_than_half,,,less_than_half,,,less,6d18de06-9ac4-46a3-9067-f00fab658d2a,1,3,46.5,3,3
2017-11-14,DRC,Kabul,Kabul,yes,30000,yes,no,yes_improved_a_lot,less_than_half,,,almost_nothing,,almost_nothing,,less_than_half,,,,,,same,3342f428-52d1-43cd-806f-68773371bb77,18,1,24.5,1,1
2017-11-14,DRC,Kabul,Kabul,yes,30000,yes,no,yes_improved_a_lot,less_than_half,,,less_than_half,,,,almost_nothing,,more_than_half,,,,same,ae402e49-2c13-4736-8a4f-67cd74846db1,14,1,27.5,1,1
2017-11-14,DRC,Kabul,Kabul,yes,30000,no,no,yes_improved_a_lot,less_than_half,,,almost_nothing,,almost_nothing,,less_than_half,,,,,,same,0b1d0d84-4b0a-48e0-9c1b-f4965f53cdf5,12,1,27.5,1,1
2017-11-14,DRC,Kabul,Kabul,yes,30000,no,no,yes_improved_a_lot,less_than_half,,,less_than_half,less_than_half,,,,,,more_than_half,,,same,2d7cbe6c-b2fa-4a1e-ba24-ae1613a0d4ef,16,1,21,1,1
2017-11-15,ACTED,Baghlan,Baghlan_e_Jadid,yes,14000,no,no,yes_improved_a_lot,more_than_half,,,,,,,,,,,,,same,185b5511-80d1-4c7b-b911-de78e8f1f1b1,4,2,34,2,2
2017-11-15,ACTED,Baghlan,Baghlan_e_Jadid,yes,14000,yes,no,yes_improved_a_lot,almost_all,,,,,,,,,,,,,same,67540f19-f306-4394-9848-3e5782672844,6,2,26,1,1
2017-11-15,ACTED,Baghlan,Baghlan_e_Jadid,yes,14000,no,no,yes_improved_a_lot,almost_all,,,,,,,,,,,,,more,d0538778-faf2-4b06-bc37-e038793383d3,0,3,33,2,3
2017-11-15,NRC,Kunar,Narang,yes,20000,yes,yes,yes_improved_a_little,less_than_half,,,,more_than_half,,,less_than_half,,,,,,less,65cc8b39-ce08-4a7f-b061-2a006a4e82e7,1,3,45.5,3,3
2017-11-15,NRC,Kunar,Narang,yes,20000,yes,yes,yes_improved_a_little,less_than_half,less_than_half,,,less_than_half,less_than_half,,,,,,,,less,d2665604-6ed8-4224-ad4b-f43c761242e3,1,3,45.5,3,3
2017-11-15,DRC,Kabul,Kabul,yes,30000,no,no,yes_improved_a_lot,less_than_half,almost_nothing,,,,,,,,,almost_nothing,,,same,0e0d2e20-7ea9-4f76-808a-d3359fbe3ad7,22,1,19,1,1
2017-11-15,DRC,Kabul,Kabul,yes,30000,no,no,yes_improved_a_lot,less_than_half,,,,,,,,,,more_than_half,,,same,84db97b3-28da-4e27-8923-8dcfebfadd1f,29,1,13,1,1
2017-11-15,DRC,Kabul,Kabul,yes,30000,no,no,yes_improved_a_lot,less_than_half,,,,,almost_nothing,,more_than_half,,,less_than_half,,,less,ea4accaa-a63a-40fc-ae21-c2c8033ccfeb,14,1,17,1,1
2017-11-15,DRC,Kabul,Kabul,yes,30000,no,no,yes_improved_a_lot,less_than_half,,,,,almost_nothing,,less_than_half,almost_nothing,more_than_half,,,,same,92160992-d20a-424d-9cb8-7dbb80cd34ad,4,2,27,1,1
2017-11-15,DRC,Farah,Farah,yes,26000,no,no,yes_improved_a_lot,more_than_half,,,,,less_than_half,,less_than_half,less_than_half,,less_than_half,,,less,ba65269f-e8ad-4197-b49b-1a30db9188c7,2,3,28,1,2
2017-11-15,DRC,Farah,Farah,yes,26000,no,no,yes_improved_a_lot,less_than_half,,,,,less_than_half,,less_than_half,,,more_than_half,,,less,58835e67-adf8-4a60-a052-e32be256a623,9,2,31.5,2,2
2017-11-15,DRC,Farah,Farah,yes,26000,no,no,yes_improved_a_lot,more_than_half,,less_than_half,,,,,almost_nothing,,less_than_half,less_than_half,,,less,4fddca6d-a295-4210-91d9-e3323c508b1d,3,3,31.5,2,3
2017-11-15,DRC,Farah,Farah,yes,26000,no,no,yes_improved_a_lot,more_than_half,,,,,less_than_half,,less_than_half,,,more_than_half,,,less,55c9a08c-d0e6-4abc-9f74-7471a460f172,3,3,35,2,3
2017-11-15,DRC,Farah,Farah,yes,26000,no,no,yes_improved_a_lot,more_than_half,,,,,less_than_half,,,less_than_half,almost_nothing,less_than_half,,,less,03a55806-27cb-433d-939d-78bae27befc1,2,3,33,2,3
2017-11-15,DRC,Farah,Farah,yes,26000,no,no,yes_improved_a_lot,more_than_half,,,,less_than_half,almost_nothing,,less_than_half,almost_nothing,,,,,less,aebdb2db-6aca-4e18-b386-cd0a84849f01,2,3,33,2,3
2017-11-15,DRC,Farah,Farah,yes,26000,no,no,yes_improved_a_lot,more_than_half,,,less_than_half,,almost_nothing,,almost_nothing,,,,,,less,3cc32903-3f7d-416b-ad6c-2fbf84f60727,2,3,31,2,3
2017-11-15,NRC,Kunar,Narang,yes,20000,no,yes,yes_improved_a_lot,less_than_half,less_than_half,,,,,less_than_half,,,less_than_half,,,,less,4b611e80-c6ae-4ab9-9c1a-66c7abe523e7,1,3,46.5,3,3
2017-11-15,NRC,Kunar,Narang,yes,20000,yes,yes,yes_improved_a_lot,less_than_half,less_than_half,,,,,less_than_half,,,less_than_half,,,,less,32a95dbe-4bfd-4ad7-9926-01e71c9543ee,1,3,46.5,3,3
2017-11-15,Solidarites,Bamyan,Yakawlang,yes,30000,yes,no,yes_improved_a_lot,less_than_half,,,,,,,,,,more_than_half,,,less,903de744-fd7d-4705-ba39-de7186149551,7,2,22,1,1
2017-11-15,Solidarites,Bamyan,Yakawlang,yes,30000,yes,yes,yes_improved_a_lot,less_than_half,,,less_than_half,,,,,,,less_than_half,,,less,9644125c-66d9-418a-9741-a00ceb798c37,7,2,26,1,1
2017-11-15,Solidarites,Bamyan,Yakawlang,yes,30000,yes,no,yes_improved_a_lot,more_than_half,,,less_than_half,,,,,,,less_than_half,,,less,0b0156c2-d966-44a7-bf62-bfb7f2e5c241,7,2,44,3,3
2017-11-15,Solidarites,Bamyan,Yakawlang,yes,30000,yes,no,yes_improved_a_lot,less_than_half,,,less_than_half,,,,,,,less_than_half,,,less,0330c6dc-a3df-4613-8d2d-943e54aed703,11,1,39.5,2,1
2017-11-15,Solidarites,Bamyan,Yakawlang,yes,30000,yes,no,yes_improved_a_lot,less_than_half,,,less_than_half,,,,,,,less_than_half,,,less,4efdd7d1-d352-44a1-b9ee-1403d71cc7fe,9,2,22,1,1
2017-11-15,Solidarites,Bamyan,Yakawlang,yes,30000,yes,no,yes_improved_a_lot,less_than_half,,,less_than_half,,,,,,,less_than_half,,,less,c73e7817-110d-4a38-bb22-f04c6e6b8bba,9,2,27.5,1,1
2017-11-15,Solidarites,Bamyan,Yakawlang,yes,30000,yes,no,yes_improved_a_lot,less_than_half,,,less_than_half,,,less_than_half,,,,less_than_half,,,less,a0786b45-0eeb-4c62-b0b5-07294cb9ecc8,7,2,49.5,3,3
2017-11-15,PUI,Kunar,Khas_kunar,yes,30000,no,no,yes_improved_a_lot,less_than_half,,,less_than_half,,less_than_half,,less_than_half,less_than_half,,less_than_half,,,less,10c22d17-9e1c-484b-ae1a-ef53c32b4c6e,5,2,63,3,3
2017-11-15,PUI,Kunar,Chawkay,yes,30000,no,no,yes_improved_a_lot,less_than_half,less_than_half,,less_than_half,,less_than_half,,less_than_half,,,less_than_half,,,same,b91f3b1d-016e-4329-8d1f-bb6efd2504e3,5,2,47.5,3,3
2017-11-15,PUI,Kunar,Khas_kunar,yes,30000,no,no,yes_improved_a_lot,less_than_half,less_than_half,,less_than_half,,less_than_half,,less_than_half,less_than_half,,less_than_half,,,less,907450f1-3cac-43d6-8985-7cf8a568eb25,5,2,60.5,3,3
