today,general_info/q6_organization,general_info/q3_province,general_info/q4_district,s1_full_market_survey/q1_3_market_size,s1_full_market_survey/q1_4_market_appearance,s1_full_market_survey/q1_10_current_price_wheat_flour,s1_full_market_survey/q1_10_1_current_price_rice,s1_full_market_survey/q1_10_2_current_price_oil,s1_full_market_survey/q1_10_3_current_price_diesel,s1_full_market_survey/q1_17_1_room_cost_min,s1_full_market_survey/q1_17_2_room_cost_max,_uuid
2017-11-12,ACF,Ghor,Feroz_Koh,large,well_function_busy,28,80,68,50,1500,5000,ed28ca10-9fb3-4bee-82da-72449f7698e7
2017-11-12,ACF,Ghor,Feroz_Koh,large,well_function_busy,30,90,80,50,1500,4500,23289598-bc89-47bd-9421-6fdfe2620a1c
2017-11-12,ACF,Ghor,Feroz_Koh,small,well_function_busy,29,85,70,50,1000,5000,9b0f18a4-1671-4b15-9560-38a2d90664e2
2017-11-13,NRC,Sar_e_Pul,Sar_e_Pul,medium,well_function_busy,28,75,82,50,500,3000,c0da4c52-26aa-4c6b-9733-ab486a178ded
2017-11-13,NRC,Sar_e_Pul,Sar_e_Pul,medium,well_function_busy,28,80,82,50,1000,3000,786890f7-fe97-46ca-a03e-dcfa77ecb5e9
2017-11-13,NRC,Sar_e_Pul,Sar_e_Pul,medium,well_function_busy,30,85,86,50,800,3500,fece7a5c-09db-4f1c-bd26-85d78a542396
2017-11-14,NRC,Sar_e_Pul,Sar_e_Pul,medium,well_function_busy,28,77,85,50,500,3000,d1f6d866-c4b6-4155-a155-0fc7d5f759e4
2017-11-14,NRC,Sar_e_Pul,Sar_e_Pul,medium,well_function_busy,30,82,87,50,1000,3500,df1a109d-00e7-48e2-8c07-e95f13a08793
2017-11-14,NRC,Sar_e_Pul,Sar_e_Pul,medium,well_function_busy,30,85,85,50,1000,3000,24e69634-2890-4e65-b4da-12b720f9e40d
2017-11-14,NRC,Hirat,Hirat,large,well_function_busy,23,50,63,50,1500,2000,64d9770d-9388-4308-9239-3d39e19b6b5d
2017-11-14,NRC,Hirat,Hirat,large,well_function_busy,24,65,54,52,1700,2500,f1e54462-a5e4-4612-b398-220d618914ca
2017-11-14,NRC,Hirat,Hirat,large,well_function_busy,21,61,50,50,1200,1500,43a311c8-848f-4e83-b658-55920b8007e0
2017-11-28,ACF,Ghor,Feroz_Koh,small,well_function_busy,27,85,70,50,1000,5000,e88a36a5-c049-4317-bb0f-a06dc943e9c8
2017-11-28,ACF,Ghor,Feroz_Koh,small,well_function_busy,28,90,68,50,1200,6000,6fa53402-1b73-46c8-a8c1-48b6be16e553
2017-11-28,ACF,Ghor,Feroz_Koh,small,well_function_busy,29,85,67,50,1000,5500,58b30247-92b9-4867-8c4c-df2735d527b8
2017-12-13,ACF,Ghor,Feroz_Koh,large,well_function_busy,30,90,70,50,300,3500,97a06570-b814-4e90-a409-29526cd18288
2017-12-13,ACF,Ghor,Feroz_Koh,large,well_function_busy,32,90,72,50,500,4000,30f18b71-ab35-43a7-8467-2194a79276eb
2017-12-13,ACF,Ghor,Feroz_Koh,large,well_function_busy,30,87,70,50,400,3000,42f6db73-45b6-4915-aaa6-637bc38067ec
2017-12-19,NRC,Sar_e_Pul,Sancharak,medium,well_function_busy,23,50,70,50,2000,2000,c62a405c-5891-4f0e-85cd-af95915ddd82
2017-12-19,NRC,Sar_e_Pul,Sancharak,medium,well_function_busy,30,50,80,50,2500,2000,f71a8c41-09d4-40c6-90e3-e09ca5703858
2017-12-19,NRC,Sar_e_Pul,Sancharak,medium,well_function_busy,25,50,70,50,2000,1000,dd6e57dd-c3bb-4ffc-afc3-5461a1ebb0e4
2017-12-25,NRC,Sar_e_Pul,Sar_e_Pul,medium,well_function_busy,26,65,75,50,2000,2500,6ecb449c-87eb-4225-97c2-aa038035b47f
2017-12-25,NRC,Sar_e_Pul,Sar_e_Pul,medium,well_function_busy,25,66,75,50,2500,3000,e2720bc2-b233-494b-8470-c7ef7577f4d3
2017-12-25,NRC,Sar_e_Pul,Sar_e_Pul,medium,well_function_busy,28,80,80,50,2000,3000,04748f42-7ca2-4ce9-a11c-cc8328ede173
2018-01-08,NRC,Hirat,Hirat,large,well_function_busy,24,54,74,50,1400,1800,23f7a7a8-aacd-41b6-ba9e-bbcac01299b1
2018-01-08,NRC,Hirat,Hirat,large,well_function_busy,25,55,75,51,1500,2000,a2dfc432-64f0-4364-94d1-f4ac9c38646b
2018-01-08,NRC,Hirat,Hirat,large,well_function_busy,26,57,77,51,1000,2000,ba12de47-1d4d-489a-9ba5-2bdace426e99
2018-01-15,NRC,Hirat,Hirat,large,well_function_busy,24,54,74,50,2000,2500,5ff1783c-566b-4316-aa53-00a8fc283804
2018-01-15,NRC,Hirat,Hirat,large,well_function_busy,25,55,75,51,2000,2400,a2018a52-c115-47b3-ab35-8e769cb09c46
2018-01-15,NRC,Hirat,Hirat,large,well_function_busy,26,57,77,50,1500,2000,4e41fdf3-b801-4012-b7a1-67a8d0bfc266
2018-01-16,NRC,Uruzgan,Tirinkot,large,well_function_busy,27,50,73,50,1500,3000,84cd62db-8fc0-43e3-b6f1-2617582ce341
2018-01-16,NRC,Uruzgan,Tirinkot,large,moderate_function,27,50,74,50,1400,2800,63939ce5-49e5-49d2-9a8c-7a1fb63bec37
2018-01-16,NRC,Uruzgan,Tirinkot,large,moderate_function,28,50,73,50,1400,2900,5afc6352-c7ae-4440-9ce8-ca08d7b1541e
2018-01-21,PIN,Balkh,Mazar_e_Sharif,large,well_function_busy,24,94,80,99,2000,3000,b16fd1d5-b23f-429e-9119-27c7321d06e4
2018-01-21,PIN,Balkh,Mazar_e_Sharif,large,well_function_busy,25,96,80,50,2300,3200,2039443e-8ad8-447f-9e0e-b579f6700844
2018-01-21,PIN,Balkh,Mazar_e_Sharif,large,well_function_busy,26,92,85,50,2800,3500,30e3516f-4fb4-45ea-a91b-289f2251c82b
2018-01-21,PIN,Balkh,Mazar_e_Sharif,large,well_function_busy,24,95,82,50,1800,2300,026c3fa4-8b6c-4e9e-9fde-c7eaa70439cd
